collection_name;catalog_element_id;status;use_license_id;optional;backup;vm_naming;commercial_name;short_name;os_family;version;type;language;architecture;description;min_mo;max_mo;ram_unlimited;min_mhz;cpu_unlimited;vcpu_min;vcpu_max;use_catalog_element_id
UCaaS Cisco HCS (7500 devices);5202;available;00001;false;ImageLevel;UCS7500S02;UCSS02 7500 HCS 8.6.2-V4;UCS7500S02-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S02;FR;32bits;UCSS02 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5203;available;00001;false;ImageLevel;UCS7500S03;UCSS03 7500 HCS 8.6.2-V4;UCS7500S03-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S03;FR;32bits;UCSS03 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5204;available;00001;false;ImageLevel;UCS7500S04;UCSS04 7500 HCS 8.6.2-V4;UCS7500S04-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S04;FR;32bits;UCSS04 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5207;available;00001;false;ImageLevel;UCS7500S07;UCSS07 7500 HCS 8.6.2-V4;UCS7500S07-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S07;FR;32bits;UCSS07 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5208;available;00001;false;ImageLevel;UCS7500S08;UCSS08 7500 HCS 8.6.2-V4;UCS7500S08-HCS862V4;RedHat;HCS8.6.2 V4;UCS7500S08;FR;32bits;UCSS08 (CUCM) 7500 devices HCS8.6.2 V4;6144;6144;true;3600;true;2;2;""
UCaaS Cisco HCS (7500 devices);5209;available;00001;false;ImageLevel;UC7500CNX01;UCNX01 7500 HCS 8.6.2-V4;UC7500CNX01-HCS862V4;RedHat;HCS8.6.2 V4;UC7500CNX01;FR;32bits;UCNX (Unity) 7500 devices HCS8.6.2 V4;6144;6144;true;9000;true;4;4;""
UCaaS Cisco HCS (7500 devices);5210;available;00001;false;ImageLevel;UC7500PS01;UCPS01 7500 HCS 8.6.2-V4;UC7500PS01-HCS862V4;RedHat;HCS8.6.2 V4;UC7500PS01;FR;32bits;UCPS01 (CUPS) 7500 devices HCS8.6.2 V4;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);3600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V2;UCS20000P01-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V2;UCS20000S01-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V2;UCS20000S02-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V2;UCS20000S03-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V2;UCS20000S04-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3605;available;00001;false;ImageLevel;UCS20000S05;UCSS05 20000 HCS 8.6.2-V2;UCS20000S05-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S05;FR;32bits;UCSS05 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3606;available;00001;false;ImageLevel;UCS20000S06;UCSS06 20000 HCS 8.6.2-V2;UCS20000S06-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S06;FR;32bits;UCSS06 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3607;available;00001;false;ImageLevel;UCS20000S07;UCSS07 20000 HCS 8.6.2-V2;UCS20000S07-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S07;FR;32bits;UCSS07 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3608;available;00001;false;ImageLevel;UCS20000S08;UCSS08 20000 HCS 8.6.2-V2;UCS20000S08-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S08;FR;32bits;UCSS08 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3609;available;00001;false;ImageLevel;UCS20000S09;UCSS09 20000 HCS 8.6.2-V2;UCS20000S09-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S09;FR;32bits;UCSS09 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3610;available;00001;false;ImageLevel;UCS20000S10;UCSS10 20000 HCS 8.6.2-V2;UCS20000S10-HCS862V2;RedHat;HCS8.6.2 V2;UCS20000S10;FR;32bits;UCSS10 (CUCM) 20000 devices HCS8.6.2 V2;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);3611;available;00001;false;ImageLevel;UC20000CNX01;UCNX01 20000 HCS 8.6.2-V2;UC20000CNX01-HCS862V2;RedHat;HCS8.6.2 V2;UC20000CNX01;FR;32bits;UCNX (Unity) 20000 devices HCS8.6.2 V2;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (20000 devices);3612;available;00001;false;ImageLevel;UC20000PS01;UCPS01 20000 HCS 8.6.2-V2;UC20000PS01-HCS862V2;RedHat;HCS8.6.2 V2;UC20000PS01;FR;32bits;UCPS01 (CUPS) 20000 devices HCS8.6.2 V2;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);3613;available;00001;false;ImageLevel;UC20000PS02;UCPS02 20000 HCS 8.6.2-V2;UC20000PS02-HCS862V2;RedHat;HCS8.6.2 V2;UC20000PS02;FR;32bits;UCPS02 (CUPS) 20000 devices HCS8.6.2 V2;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);4600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V3;UCS20000P01-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V3;UCS20000S01-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V3;UCS20000S02-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V3;UCS20000S03-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V3;UCS20000S04-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4605;available;00001;false;ImageLevel;UCS20000S05;UCSS05 20000 HCS 8.6.2-V3;UCS20000S05-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S05;FR;32bits;UCSS05 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4606;available;00001;false;ImageLevel;UCS20000S06;UCSS06 20000 HCS 8.6.2-V3;UCS20000S06-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S06;FR;32bits;UCSS06 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4607;available;00001;false;ImageLevel;UCS20000S07;UCSS07 20000 HCS 8.6.2-V3;UCS20000S07-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S07;FR;32bits;UCSS07 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4608;available;00001;false;ImageLevel;UCS20000S08;UCSS08 20000 HCS 8.6.2-V3;UCS20000S08-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S08;FR;32bits;UCSS08 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4609;available;00001;false;ImageLevel;UCS20000S09;UCSS09 20000 HCS 8.6.2-V3;UCS20000S09-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S09;FR;32bits;UCSS09 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4610;available;00001;false;ImageLevel;UCS20000S10;UCSS10 20000 HCS 8.6.2-V3;UCS20000S10-HCS862V3;RedHat;HCS8.6.2 V3;UCS20000S10;FR;32bits;UCSS10 (CUCM) 20000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);4611;available;00001;false;ImageLevel;UC20000CNX01;UCNX01 20000 HCS 8.6.2-V3;UC20000CNX01-HCS862V3;RedHat;HCS8.6.2 V3;UC20000CNX01;FR;32bits;UCNX (Unity) 20000 devices HCS8.6.2 V3;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (20000 devices);4612;available;00001;false;ImageLevel;UC20000PS01;UCPS01 20000 HCS 8.6.2-V3;UC20000PS01-HCS862V3;RedHat;HCS8.6.2 V3;UC20000PS01;FR;32bits;UCPS01 (CUPS) 20000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);4613;available;00001;false;ImageLevel;UC20000PS02;UCPS02 20000 HCS 8.6.2-V3;UC20000PS02-HCS862V3;RedHat;HCS8.6.2 V3;UC20000PS02;FR;32bits;UCPS02 (CUPS) 20000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);6600;available;00001;false;ImageLevel;UCS20000P01;UCSP01 20000 HCS 8.6.2-V4;UCS20000P01-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000P01;FR;32bits;UCSP01 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6601;available;00001;false;ImageLevel;UCS20000S01;UCSS01 20000 HCS 8.6.2-V4;UCS20000S01-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S01;FR;32bits;UCSS01 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6602;available;00001;false;ImageLevel;UCS20000S02;UCSS02 20000 HCS 8.6.2-V4;UCS20000S02-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S02;FR;32bits;UCSS02 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6603;available;00001;false;ImageLevel;UCS20000S03;UCSS03 20000 HCS 8.6.2-V4;UCS20000S03-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S03;FR;32bits;UCSS03 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6604;available;00001;false;ImageLevel;UCS20000S04;UCSS04 20000 HCS 8.6.2-V4;UCS20000S04-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S04;FR;32bits;UCSS04 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6605;available;00001;false;ImageLevel;UCS20000S05;UCSS05 20000 HCS 8.6.2-V4;UCS20000S05-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S05;FR;32bits;UCSS05 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6606;available;00001;false;ImageLevel;UCS20000S06;UCSS06 20000 HCS 8.6.2-V4;UCS20000S06-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S06;FR;32bits;UCSS06 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6607;available;00001;false;ImageLevel;UCS20000S07;UCSS07 20000 HCS 8.6.2-V4;UCS20000S07-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S07;FR;32bits;UCSS07 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6608;available;00001;false;ImageLevel;UCS20000S08;UCSS08 20000 HCS 8.6.2-V4;UCS20000S08-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S08;FR;32bits;UCSS08 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6609;available;00001;false;ImageLevel;UCS20000S09;UCSS09 20000 HCS 8.6.2-V4;UCS20000S09-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S09;FR;32bits;UCSS09 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6610;available;00001;false;ImageLevel;UCS20000S10;UCSS10 20000 HCS 8.6.2-V4;UCS20000S10-HCS862V4;RedHat;HCS8.6.2 V4;UCS20000S10;FR;32bits;UCSS10 (CUCM) 20000 devices HCS8.6.2 V4;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (20000 devices);6611;available;00001;false;ImageLevel;UC20000CNX01;UCNX01 20000 HCS 8.6.2-V4;UC20000CNX01-HCS862V4;RedHat;HCS8.6.2 V4;UC20000CNX01;FR;32bits;UCNX (Unity) 20000 devices HCS8.6.2 V4;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (20000 devices);6612;available;00001;false;ImageLevel;UC20000PS01;UCPS01 20000 HCS 8.6.2-V4;UC20000PS01-HCS862V4;RedHat;HCS8.6.2 V4;UC20000PS01;FR;32bits;UCPS01 (CUPS) 20000 devices HCS8.6.2 V4;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (20000 devices);6613;available;00001;false;ImageLevel;UC20000PS02;UCPS02 20000 HCS 8.6.2-V4;UC20000PS02-HCS862V4;RedHat;HCS8.6.2 V4;UC20000PS02;FR;32bits;UCPS02 (CUPS) 20000 devices HCS8.6.2 V4;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (40000 devices);5600;available;00001;false;ImageLevel;UCS40000P01;UCSP01 40000 HCS 8.6.2-V3;UCS40000P01-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000P01;FR;32bits;UCSP01 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5601;available;00001;false;ImageLevel;UCS40000S01;UCSS01 40000 HCS 8.6.2-V3;UCS40000S01-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S01;FR;32bits;UCSS01 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5602;available;00001;false;ImageLevel;UCS40000S02;UCSS02 40000 HCS 8.6.2-V3;UCS40000S02-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S02;FR;32bits;UCSS02 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5603;available;00001;false;ImageLevel;UCS40000S03;UCSS03 40000 HCS 8.6.2-V3;UCS40000S03-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S03;FR;32bits;UCSS03 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5604;available;00001;false;ImageLevel;UCS40000S04;UCSS04 40000 HCS 8.6.2-V3;UCS40000S04-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S04;FR;32bits;UCSS04 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5605;available;00001;false;ImageLevel;UCS40000S05;UCSS05 40000 HCS 8.6.2-V3;UCS40000S05-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S05;FR;32bits;UCSS05 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5606;available;00001;false;ImageLevel;UCS40000S06;UCSS06 40000 HCS 8.6.2-V3;UCS40000S06-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S06;FR;32bits;UCSS06 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5607;available;00001;false;ImageLevel;UCS40000S07;UCSS07 40000 HCS 8.6.2-V3;UCS40000S07-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S07;FR;32bits;UCSS07 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5608;available;00001;false;ImageLevel;UCS40000S08;UCSS08 40000 HCS 8.6.2-V3;UCS40000S08-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S08;FR;32bits;UCSS08 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5609;available;00001;false;ImageLevel;UCS40000S09;UCSS09 40000 HCS 8.6.2-V3;UCS40000S09-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S09;FR;32bits;UCSS09 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5610;available;00001;false;ImageLevel;UCS40000S10;UCSS10 40000 HCS 8.6.2-V3;UCS40000S10-HCS862V3;RedHat;HCS8.6.2 V3;UCS40000S10;FR;32bits;UCSS10 (CUCM) 40000 devices HCS8.6.2 V3;6144;6144;true;7200;true;4;4;""
UCaaS Cisco HCS (40000 devices);5611;available;00001;false;ImageLevel;UC40000CNX01;UCNX01 40000 HCS 8.6.2-V3;UC40000CNX01-HCS862V3;RedHat;HCS8.6.2 V3;UC40000CNX01;FR;32bits;UCNX (Unity) 40000 devices HCS8.6.2 V3;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (40000 devices);5614;available;00001;true;ImageLevel;UC40000CNX02;UCNX02 40000 HCS 8.6.2-V3;UC40000CNX02-HCS862V3;RedHat;HCS8.6.2 V3;UC40000CNX02;FR;32bits;UCNX (Unity) 40000 devices HCS8.6.2 V3;8192;8192;true;14000;true;7;7;""
UCaaS Cisco HCS (40000 devices);5612;available;00001;false;ImageLevel;UC40000PS01;UCPS01 40000 HCS 8.6.2-V3;UC40000PS01-HCS862V3;RedHat;HCS8.6.2 V3;UC40000PS01;FR;32bits;UCPS01 (CUPS) 40000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (40000 devices);5613;available;00001;false;ImageLevel;UC40000PS02;UCPS02 40000 HCS 8.6.2-V3;UC40000PS02-HCS862V3;RedHat;HCS8.6.2 V3;UC40000PS02;FR;32bits;UCPS02 (CUPS) 40000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
UCaaS Cisco HCS (40000 devices);5615;available;00001;true;ImageLevel;UC40000PS03;UCPS03 40000 HCS 8.6.2-V3;UC40000PS03-HCS862V3;RedHat;HCS8.6.2 V3;UC40000PS03;FR;32bits;UCPS03 (CUPS) 40000 devices HCS8.6.2 V3;6144;6144;true;8000;true;4;4;""
